text,keyword
"I thank Deputies for their contributions on this important motion. It is a Government motion, not a Fianna Fáil one. The Government comprises more than Fianna Fáil members. There will be many other opportunities in the near future to talk about wider issues concerning both the past and future. We are debating the extension of an existing scheme, not a new one. More than ever before, this is a time for realism and an objective assessment of the situation. As stated by the Taoiseach earlier today on the Order of Business, the necessity for the bank guarantee arrangements was compelling. As the Minister for Finance stated at the time the scheme was extended at end-year on 29 September 2008, had that guarantee not been introduced we would scarcely have an economy today, never mind a banking system. Some reference was made to the misgivings of the former head of the NTMA, Dr. Somers. As he has admitted himself, however, he did not pass that on, or certainly not at a political level. Some of the criticisms suggest that the Government should have taken in the whole situation and all the future consequences on or before the end of September 2008. The Government was not able to foresee all that has developed since, but at all times it has acted in good faith. The entire banking system faced collapse at that time and funding for our banking system has all but dried up. In other words, there was a liquidity issue at least in the short term and the banks faced closure within days. This is starkly illustrated in the report by the Governor of [324]the Central Bank, Professor Honohan. In the first chapter of the report, referring to the discussions that took place on the night of 29 September 2008 — he was not Governor of the Central Bank at that time — Professor Honohan stated: It is hard to argue with the view that an extensive guarantee needed to be put in place since all participants rightly felt that they faced the likely collapse of the Irish banking system within days in the absence of decisive, immediate action. Given the hysterical state of global financial markets in those weeks, failure to avoid this outcome would have resulted in immediate and lasting damage to the economy and society and there would have been additional lost income and employment surely amounting, if it could be quantified, to tens of billions of euros. Unfortunately, some commentators have chosen to ignore Professor Honohan’s conclusion entirely. They have obscured and confused it in the public’s mind by relying on criticisms the Governor made to the scope of the guarantee — for example, the inclusion of dated subordinated debt. The Minister for Finance has responded to and addressed these points on many occasions. Even in today’s conditions, we see the treatment of subordinated bondholders is still capable of causing some turbulence, as I think one speaker accepted by implication. There have been blanket guarantees in the past, notably in Sweden, which is often regarded as a template for dealing with a banking crisis. That country provided a blanket guarantee in the 1990s. It could be argued that we were exceptionally vulnerable in the situation that had developed. A comprehensive guarantee of bank liabilities was an established part of the standard tool-kit for responding to systemic banking crises internationally, and it continues to be so today. As I have said, other countries such as Sweden in the 1990s and Denmark in the current crisis, have introduced extensive guarantees of bank liabilities. The UK authorities provided a broad guarantee to existing senior bondholders in Northern Rock. Guarantees are a facet of the response of EU member states to the ongoing financial crisis. Ireland has not been alone in providing a guarantee to underpin the funding position of its banking system. We were the first to introduce a guarantee but we were quickly followed by other EU member states. Recent figures from the European Commission suggest that since the onset of the crisis in 2008, under state aid rules the Commission authorised some €3. 6 trillion in guarantees. In total, some 21 guarantee schemes were approved by the Commission and 12 of them remain in force today. The latest figures indicating some €147 billion of liabilities are guaranteed under the eligible liabilities guarantee scheme, which equates to 4% of the amount authorised by the Commission. Member states implementing guarantee schemes include Austria, Germany, Netherlands, Portugal and Poland. Commissioner Almunia, the Vice-President of the European Commission who is responsible for competition policy, indicated in a speech earlier this month that his current idea is to extend the European Union’s financial crisis regime, which will include national guarantee arrangements, until the end of 2011. We must understand the distinction between what was necessary to stabilise the situation and what is sufficient. The steps taken from September 2008 were certainly necessary. To date, that has not been sufficient to provide normalisation of the banking system, far from it. However, it does not follow that because of the lack of sufficiency, all or many of the earlier measures were not necessary. Along with the eurozone as a whole, Ireland remains in stormy financial waters. The prolongation of the eligible liabilities guarantee scheme is a key element of the Government’s response to the broader systemic challenges facing the banking system. I reiterate the State’s commitment to safeguard the interests of depositors in Irish banks. The objective is shared by [325]the eurogroup and supported by the European Commission, the ECB and all authorities with an interest in continuing to maintain the stability of the Irish banking system. In that regard the European Central Bank continues to meet the liquidity requirements of the banking system. This scheme guarantees the security of all deposits in the participating institutions, along with that of other bank liabilities guaranteed under it. The scheme complements the protection afforded to all deposits up to €100,000 under the permanent deposit guarantee scheme, which has no expiry date. As the Taoiseach stated yesterday, the protection of depositors remains one of the overarching priorities of the Government in responding to the difficulties in the Irish banking system. In response to Deputy Brian Hayes, the urgency of approving the eligible liabilities guarantee scheme and providing certainty about its extension should be evident to all. Failure by the House to approve the scheme would exacerbate uncertainty regarding the future funding of Ireland’s banking system. At this time of market turbulence, a decision now on the extension of the eligible liabilities guarantee scheme is not only necessary, but also a responsible action for the State to take to underpin the funding position of the institutions. Delay would only fuel uncertainty and weaken the banking system. In addition to the eurogroup statement, I draw attention to the European Commission state aid approval and endorsement of the guarantee by the ECB on financial stability grounds. Deputy Brian Hayes, Deputy Burton and possibly others raised the question of a bank resolution regime. The Minister for Finance recently indicated in the House that he was examining options for the introduction of a legislative regime to deal in a systematic way with distressed financial institutions to ensure the State has a range of tools to address problem institutions effectively in the interests of maintaining financial stability, minimising reliance on public money and ensuring continuity of key banking activities. In view of the central role performed by central banks in resolution frameworks for financial institutions, the Department is consulting with the Central Bank to develop the necessary legislative proposals. The Minister expects this process will lead to the introduction of an appropriate legislative framework for bank restructuring in line with what the House wishes to see. Several Deputies raised the involvement of outside parties. The Irish Government has expressed its determination to work with its EU colleagues and specifically to work with the ECB, the Commission and the IMF to address these market turbulences, to see where there are credit risks to Ireland in the market and how they can be addressed. Talks will begin at official level in Dublin this week, with a delegation from the IMF, the European Commission and the European Central Bank on the possible use of EU and IMF funding to deal with the banking crisis. I welcome the statement by the British Chancellor of the Exchequer. In 90 years of independence I do not believe there has been such a statement made of the degree to which the British economy depends on the Irish market.",Hayes
"Over a 23 month period, phase one of the Change. ie campaign raised awareness of the importance of climate change and engaged people and organisations across the country in changing their behaviour. 138,870 individuals have calculated their carbon number using the campaign’s personal calculator and 588 organisations have used the business carbon management tool. Three rounds of dedicated research commissioned to track awareness and receptiveness of the campaign’s messages demonstrate that it succeeded in raising awareness of climate change and effectively engaged people and organisations across Ireland in changing their behaviour. Specifically, the research shows that: three out of four Irish people believe that climate change is coming about as a result of human behaviour rather than as a natural process there is 100% awareness of at least one initiative undertaken under the National Climate Change Strategy 2007-2012 the campaign has motivated 70% of Irish people to take steps to reduce their carbon number and just three months after the campaign commenced, seven out of ten people in Ireland felt 'it would be easy to take corrective action to reduce their carbon number'. Given current economic circumstances, I decided in 2009 to conclude phase one of the campaign the 'Change' brand has been maintained by my Department and phase two of the campaign is being managed internally. Among the measures involved are the development of a Greening Communities Network and the planned dissemination of a climate change educational resource across the primary school network. The Change. ie website content has been integrated into the climate change content of the www. ENFO. ie site and will continue to be developed by An Chomhairle Leabharlanna, with the support of my Department, while the calculators continue to be maintained by the Environmental Protection Agency. [805]Information in respect of the Power of One energy efficiency campaign is available from the Sustainable Energy Authority of Ireland, which manages that initiative. The costs of the change. ie campaign to date are: Question No. 1502 answered with Question No. 1456.",Power
"I am grateful for the opportunity to comment in regard to the extension of the eligible liabilities guarantee scheme. This debate comes at a fundamentally important time for our country, when we are about to embark on very important discussions with the European Commission, the ECB and the IMF in an effort to resolve the ongoing difficulties in the international money markets. In that regard, I wish the Minister, Deputy Brian Lenihan, his colleagues in Government and the officials who represent us every success in the discussions which commence tomorrow in Dublin. We all accept that the over-riding objective is to wean the banks off the life support machine that is the State guarantee. Unfortunately, due to the ongoing pressures in the market, it is clear that we are not in a position to take them off life support at this stage. They are effectively unable to raise funds on the international money markets and, when they are able to, they do so at rates that are so exorbitant the impact would be that they would have to pass on very high interest rates to both personal and commercial customers in Ireland. Clearly, that is a point of major concern. When Bank of Ireland raised money on the international markets in recent weeks, the cost was approximately 5. 5%, which is a very significant cost, and it must add its margin to that, resulting in high interest being charged to the end customer. Before I deal with the extension of the ELG scheme, I want to go back to the original guarantee decision in September 2008. To pick up on some of the comments made at the outset of this debate in the House today, the impression was given by Fine Gael spokespeople, for example, that the Government knew there was a fundamental insolvency issue with Anglo Irish Bank. That is not the case, as the record shows. For example, there is the report which Merrill Lynch submitted to the Government on the eve of the Government guarantee, which was e-mailed at 6. 43 p. m. on 29 September 2008 to the Secretary General of the Department of Finance, Mr. Kevin Cardiff. On the first page of that memo, Merrill Lynch stated: The liquidity issues facing Irish banks are compounded by investor concerns with regard to the high concentration of commercial property risk in their respective asset portfolios . . . The three institutions where these liquidity issues have been most pronounced have been Irish Nationwide, Anglo Irish Bank and Irish Life & Permanent . . . It is important to stress that at present, liquidity concerns aside, all of the Irish banks are profitable and well capitalised. However, liquidity for some could run out in days rather than weeks. This was the summary of Merrill Lynch, which had been commissioned by the Government and sent a summary of its work to the Government on the day before the guarantee. Those words could not be clearer — liquidity concerns aside, its view, based on the information it [313]had been able to access, was that all of the banks were profitable and well capitalised. We know now that this was not the case, and Merrill Lynch was not able to get to the bottom of the issues in the banking system, in particular in regard to Anglo Irish Bank, in the time it had to do its work. I make the point to highlight the fact it is simply incorrect to state that the advice available to the Government leading up to the guarantee at the end of September 2008 was that the Irish banks were insolvent. This was the professional consulting firm commissioned to advise the Government and to prepare a report, and that is essentially what it found on the eve of the guarantee. It is important we are at least honest and put forward the true position. It has also been said by earlier speakers that the guarantee was in many respects a disaster for the country, and many politicians have put forward this point of view. It is important to reflect on what the Governor, Professor Honohan, said when he examined this issue as part of his preliminary banking report. He stated that it was hard to argue with the view that an extensive guarantee needed to be put in place since all participants correctly believed that we faced the likely collapse of the Irish banking system within days in the absence of decisive and immediate action. Given the hysterical state of global financial markets in those weeks, failure to avoid this outcome would have resulted in immediate and lasting damage to the economy and society. He went on to criticise the inclusion of subordinated debt, which accounted for in excess of 3% of the total liabilities guaranteed at the end of September 2008. That was a fair criticism which can be debated in a legitimate manner. However, the substance of the guarantee was strongly supported by the Governor in the report he brought forward upon request by resolution of this House. The important objective which we are trying to achieve is to move eventually from a situation where the banks are completely reliant on the State guarantee and on the European Central Bank for ongoing funding requirements to a position where they can access funding on the international money markets at reasonable rates and which will not effectively cripple their ability to serve the needs of the economy here, including personal customers seeking mortgages, personal loans, the crucial small and medium-sized enterprise, SME, sector and the corporate sector generally. Some of the comments and concerns expressed in recent days regarding the security of people’s deposits in Irish institutions are most unhelpful. We must be crystal clear on this point. The money people have in Irish institutions is safe at several levels through the deposit guarantee scheme, which covers up to €100,000 per person in each institution. As the Leas-Cheann Comhairle is aware, this is underpinned by the European directive. The eligible liabilities guarantee, ELG, scheme is also in place, which we propose to extend until the end of next year. If seeds of doubt are sown in people’s minds about the security of their money in the Irish banks, they will simply move their money and the problems of the banks in terms of their funding and capital bases will be significantly worsened, an outcome no one wishes to see unfold. We must reassure people that their money is safe and the passage of the motion today will help to copper-fasten this position. I welcome the Minister’s confirmation earlier today of the amount of money which has been collected on foot of the parent guarantee and the eligible liabilities guarantee amounting to €1. 3 billion at the end of October. The average fee charged under the ELG scheme is approximately ten times more then the fee charged under the original guarantee from September 2008, which is important. Important discussions will begin here tomorrow between the Government, the European Central Bank, ECB, the European Commission and the International Monetary Fund, IMF, on issues fundamental to the country’s future. If the outcome of those discussions is that funding is [314]needed for the Irish banks, then the taxpayers and citizens of the State should not be asked to take on the bill. We have already committed up to €50 billion to rescue the Irish banks and the burden of any further funding which may be extended to the Irish banks should not be put on the shoulders of this generation or any future generations of the people. This point should be emphasised and it should form the cornerstone of the Government’s handling of the discussions that will take place in the coming days. I welcome the statement last night from the eurogroup, which gave its full support to the efforts the Government has taken and continues to take to face up to the fiscal challenges in the country. The group gave its full support to the achievement of a 3% deficit target by 2014, the four-year plan and the €6 billion front-loading in the forthcoming budget on 7 December. Everyone in the House agrees that we must have as much support as possible in the weeks and months ahead to resolve the outstanding issues such that we can secure proper recovery and growth in the economy.",Lenihan
"I wish to advise the House of the following matters in respect of which notice has been given under Standing Order 21 and the name of the Member in each case: (1) Deputy Jimmy Deenihan — the issuing of temporary fishing vessel safety certificates (2) Deputy Ulick Burke — the urgent need for the Minister for Education and Skills to indicate when St. Catherine’s national school, Aughrim, County Galway will be given the go-ahead for the construction of a new school given that the classroom sizes are one third the size of the regular classrooms in other national schools, and the serious health and safety issue arising from overcrowding and lack of other appropriate facilities (3) Deputy Paul Kehoe — that the cuts by the Department of Education and Skills affecting the number of special needs assistants allocated to schools working with children with autism in specialised units be reversed. A large public march was held in Enniscorthy, County Wexford last weekend as parents and members of the local community are incensed by the cuts affecting the most vulnerable in society and depriving them of the right to equality in education (4) Deputy Michael Creed — to raise the matter of the implementation of a national foot screening programme for diabetics, the provision of podiatry care for diabetics and, in particular, the withdrawal of services from Macroom Community Hospital since January 2010 (5) Deputy Frank Feighan — to ask the Minister for Education and Skills to explore the possibility of providing third level education college for Carrick-on-Shannon. Has the Minister any proposals based on the fact that Carrick-on-Shannon is now a regional town? (6) Deputy James Bannon — the need for the Minister for Justice and Law Reform to ensure that a person who is severely brain damaged following a car accident and requires urgent treatment will be transferred to the care of the Department of Health and Children (7) Deputy Thomas P. Broughan — the application of law in regard to an ongoing matter (details supplied) (8) Deputy Jan O’Sullivan — the position regarding the new national paediatric hospital (9) Deputy Joe Costello — the need for the Minister for Transport to maintain competition in the airline industry in Ireland (10) Deputy Michael McGrath — the position regarding the construction of a school (details supplied) in County Cork (11) Deputy Kieran O’Donnell — to call on the Minister for Health and Children to provide adequate resources to deal with the overcrowding of accident and emergency services at Mid-West Regional Hospital, Limerick and to make a statement on the progress of reconfiguration of services in the mid-west and (12) Deputy Tom Hayes — can the Minister for Transport outline what his Department has planned in terms of providing additional signage for long-standing food and beverage facilities in towns off the motorway network, in light of the news that previously planned services on the motorway will now not go ahead, particularly on the Dublin-Cork motorway and if facilities will be allowed signage given that services are an important facility to prevent road accidents. The matters raised by Deputies Michael McGrath, Jan O’Sullivan, Jimmy Deenihan and Joe Costello have been selected for discussion.",O'Sullivan
"I wish to advise the House of the following matters in respect of which notice has been given under Standing Order 21 and the name of the Member in each case: (1) Deputy Leo Varadkar — that the Minister for Transport report to this House in respect of barrier free tolling on the M50 the basis on which he informed the Dáil on 28 June 2007 that as an incentive to use electronic tagging 'registered users will be offered a discount on the standard toll rate' and on whether he made any representations to the NRA in respect of the barrier-free tolling scheme being introduced on the M50 when those representations were made the nature of those representations and what response he received from the NRA (2) Deputy Michael D. Higgins — to proceed with the development of Clifden community school, Scoil Phobail Clifden, in County Galway, in view of the fact that the school has been approved for progress and in the light of the increased local school going population, together with cramped and outdated working conditions and facilities in the school, in particular with regard to the united community voice calling for this development to proceed, and unanimity, too, among elected representatives as well as parents, pupils and voluntary groups in the area (3) Deputy John O’Mahony — the need to review the case of a person in County Mayo who has been refused a respite care grant (4) Deputy Frank Feighan — to ask the Minister for Health and Children, Deputy Mary Harney, when radio iodine ablasion treatment will be made available to a 17 year old from Glenballythomas, Tulsk, County Roscommon, who had a malignant tumour removed from her thyroid gland in July 2007 at which stage, according to staff in University College Hospital, Galway, UCHG, plans were immediately put in place for her treatment the reason she has not received this treatment to date the reason this teenager, who cannot attend school due to her deteriorating health and anaemic condition, has been left ten months without treatment and the person who removed her name from the waiting list in St. Luke’s without her family’s knowledge (details supplied) (5) Deputy James Bannon — the need for the Minister for Transport to provide an update on his plans regarding the reopening of Killucan railway station in County Westmeath and the provision of Structural Funds financing for same in the light of the urgent need for easily accessible public transport due to the rapidly increasing population in the area (6) Deputy Ulick Burke — the need for the Minister for Justice, Equality and Law Reform, Deputy Dermot Ahern, to include in the proposed new intoxicating liquor Bill a section that will ban the sale in Ireland of the highly potent and exclusively designed shot packs originating in Mexico which are packaged and designed for concealment in night clubs, concerts, sporting venues and are aimed at the teenage market (7) [73]Deputy Olwyn Enright — to ask the Minister for Education and Science how his Department can assist an eight year old autistic child who has been expelled from school to find a school place, following the failure of his appeal against expulsion and following unsuccessful attempts to have any other school in the area to take him as a pupil, and following attempts to get assistance from all relevant agencies to no avail. (details supplied) (8) Deputy Tom Hayes — to ask the Minister for the Environment, Heritage, and Local Government to discuss the approval and release of funds for a water investment programme in order to meet the critical shortage of infrastructure in south Tipperary to particularly comment on the lack of service entirely, poor water pressure, poor quality, and dirty water received by many people across south Tipperary to clarify how much has been allocated in south Tipperary water infrastructure this year, as well as nationally to clarify how much has been spent on the Fethard scheme, the Tipperary scheme, the Clonmel scheme, the Cashel scheme, the Cahir scheme and the Carrick-on-Suir scheme to outline the delays in the system nationally and explain why these still exist and to make a statement on the matter (9) Deputy Brian O’Shea — the need to reconsider the decision not to underwrite the €39 million loan for Waterford Wedgewood (10) Deputy Dan Neville — Kilmallock sewerage scheme (11) Deputy Michael Creed — the need to make provisions for late applications for the single farm payment (12) Deputy Tom Sheahan — the decision to stop fishing around Cromane Bay and (13) Deputy Mary Alexandra White — the need to reform the requirement of people aged 70 and over for full medical examinations when applying for new driving licences, the cost of which does not come within the remit of the GP medical card contract. The matters raised by Deputies Brian O’Shea, John O’Mahony, Michael Creed and Tom Sheahan have been selected for discussion.",Hayes
"We have had a litany of eminent persons from the Fianna Fáil Party — Deputy Andrews, Deputy Kennedy, Deputy O’Keeffe, Deputy McGrath, Deputy Aylward, Deputy Kelly and Deputy Byrne — saying rightly that the McCarthy report should be published. If the Taoiseach did not want it published he should have said to Mr. McCarthy at the outset, 'I don’t want to see your report and don’t come here with your report until the middle of October'. The Taoiseach did not say that and the Minister for Finance is now in possession of this document. The Minister, Deputy Lenihan, should publish the document, let everyone see what is in it, let them begin to digest it and for its value, or whatever is in it, at least the range of options presented by McCarthy can begin to be considered by the people.",O'Keeffe
"I am glad to have the opportunity to speak on the budget. There is much public worry over the state of the economy. I have been talking to my constituents in Donegal and know their concern is very real. The issue is not unique to Ireland. We are in the midst of a global economic crisis but we are better equipped for it than many. Difficult decisions had to be made by the Government to deliver its budget. The decisions are ones we would rather not have to take but they are necessary in these uncertain times. There is no credit to be derived from delivering stricter budgetary controls in respect of social welfare benefits, schools, hospitals, farmers, PAYE workers or senior citizens but these measures were necessary. Consider some of the measures proposed by the Opposition, particularly Fine Gael. The Government announced cuts of €2 billion while Fine Gael proposed cuts of €4 billion. I would love to know the circumstances we would be in if cuts of €4 billion had been made. I wonder whether the Opposition really realises where it stands on budgets. The measures of the Government were taken to ensure the progress of the past decade will be protected and that the country will be best placed to take advantage of the inevitable upturn in the international economy when it occurs. Our economy is much better insulated from the difficulties it will face over the coming years than it was from the difficulties it faced in the 1980s. That is the reality. We are tackling the problem head on and I am confident the Government will see Ireland though this storm. Our focus is upon generating economic growth through employment, assisting industry and enhancing economic competitiveness. [849]The Government’s decision to guarantee deposits in Irish banks in an effort to restore confidence was courageous and was replicated in many European countries. We have led the way in times of despair and other countries are examining our movements in order to try to keep up with us. That is what this Government was elected to do, to manage the economy. That is what we are doing in this difficult time, not taking short-term decisions but looking further down the road to ensure the growth we have enjoyed can come back again. 9 o’clock Much was offered in the budget in terms of social welfare for those more in need. Improvements in family income supplement for low-income working families have been introduced and there have also been increases in child-related payments to those dependent on social welfare. A further 18,000 families will become eligible for the back to school clothing and footwear allowance, which is much needed by many families across the country. Much worry and anxiety have been expressed in recent days by older people in respect of the availability of medical cards. Like others, my office was inundated with calls from pensioners who were concerned they might lose their medical card. I am delighted the Taoiseach made the decision he did. It certainly shows this Government is prepared to listen to the people. We did not bring in decisions just because we liked to but we wanted to look after all concerned, particularly those in need. I believe the revisions of the scheme will satisfy the vast majority. The closure of two Army barracks in my county has also caused much concern among staff and Army personnel in Rockhill and Lifford. Unfortunately, the running of these barracks is extremely costly and it has been decided the personnel will be facilitated at Finner Army camp in the near future. I have been told this decision was reached for two main reasons. The first is cost savings the second is that there is less requirement for excess Army barracks along the Border because of the changed situation arising from the peace process in Northern Ireland. It is envisaged the proceeds of the sale of Rockhill and Lifford barracks will produce substantial resources for the modernisation process in the defence organisation. At this time, it may be tempting to become negative about what we have achieved in this country over the past ten to 20 years but I wish to focus on the positive. The value of GDP increased in Ireland by over 70% between 1970 and 2006, which is well above the EU average. National debt as a percentage of GDP has fallen from over 87% in 1990 to just over 20% in 2006. This economy has been booming for many years and nobody can deny the progress made in this country over the last ten to 20 years. We have all been part of building it and we have all enjoyed it. Irish emigrants came back home on holiday and could barely recognise their home towns so great was the progress and we must not forget that. We experienced incredible growth and prosperity and the economy is now taking a hit but with proper management provided by this Government I believe things will level out. The good times will be back but at this critical point the emphasis is on damage limitation. The economic outlook has changed. However, after the strong performance of our economy over many years this Government is in the best possible position to navigate its way through the challenges that lie ahead. That is what we intend to do and our focus must be on positioning Ireland to participate in the global upturn. Of late, the Opposition has been playing political football with our economy. It plays the blame game concerning the economic problems faced by this country. Over ten years ago, the Opposition decided to freeze direct school funding and also proposed cutting teacher numbers. It also cut by £20 million the budget for school buildings and renovation. This is in stark contrast to the record of the current Government. During the past 11 years the Government has invested unprecedented amounts of money in building roads and schools. We must all look [850]to our own constituencies and see the number of school buildings and extension works, the number of houses built at local authority level and the water schemes and sewage treatment plants built during this period. The Government has spent billions of euro on increased pensions, children’s allowance, carer’s allowance and other social welfare benefits. Spending on health, education and social welfare was increased dramatically in this budget. Times are tougher now and everybody will feel the strain in disposable income but I wonder which of the aforementioned increases the Opposition believes should not have been given: schools, roads or pensions. The Opposition is understandably keen to remind us of the 1980s because that period was the last time their parties were returned to Government following a general election. At that time inflation was approximately 21% and personal tax rates were 40% and 65%. In 1986, the year before Fianna Fáil came back into Government, Ireland had a higher debt per head than Ethiopia and Sudan. We can never go back to the 1980s and I am confident that with Fianna Fáil at the helm we will not. The Taoiseach has come in for much criticism from the Opposition in recent weeks and the budgets over which he presided have been held up for scrutiny. I do not think there is anything to be ashamed of in the budgets of Deputy Cowen as Minister for Finance or in the budget of the current Minister for Finance, Deputy Brian Lenihan. The old age pension was increased by €66, financial support for parents with children aged under six almost doubled, provision for special needs education was doubled and the social welfare budget increased by 40%. These are the vulnerable groups in society and the Taoiseach and the Minister for Finance, Deputy Lenihan, looked after them when we were experiencing better times. Would the Opposition prefer we had neglected them? Its members accuse this Government of reckless spending but at the same time they continually call across the floor of this Chamber for more spending. This is the same Opposition that called for 13 further quangos at the last election. In its manifesto last year it called for three further junior Ministers. There appears to be a considerable level of confusion on the other side of the House. However, it is time all elected representatives pulled together. There has been too much finger pointing of late by the Opposition and it would be much more productive if all parties in this House got behind the Government in a joint effort to steer our economy through these more difficult times. That would benefit all of us. Framing a budget is not a popularity contest and nobody likes to impose stricter budgetary controls but we are not in the business of buying short-term popularity to put at risk all the gains of the last decade.",Lenihan
"I presume the question refers to the Independent Monitoring Group on 'A Vision for Change', the Report of the Expert Group on Mental Health Policy, which was established in March 2006. The members of the Group are Dr. Ruth Barrington, Chief Executive Officer, Molecular Medicine Ireland (Chair) Dr. Tony Bates, Founder Director, Headstrong Mr. Pat Brosnan, Specialist National Planning Mental Health, HSE Dr. Susan Finnerty, Acting Inspector of Mental Health Services Mr. Paul Flynn, Service User Ms Dora Hennessy, Principal, Mental Health Division, Department of Health and Children Dr. Terry Lynch, General Practitioner and Psychotherapist Mr. Tim O’Malley, Pharmacist and Ms Máire Redmond, Department of Health, Social Services and Public Safety, Northern Ireland. The Group’s Terms of Reference are to monitor and assess progress on the implementation of all the recommendations in a 'A Vision for Change' to make recommendations in relation to the manner in which the recommendations are implemented and to report to the Minister annually on progress made towards implementing the recommendations of the Report and to publish the report. The Group’s second annual report was published on 27 June 2008.",Lynch
"The report by the Governor of the Central Bank, Professor Honohan, indicates that advisers to the Department from Merrill Lynch explicitly envisaged the exclusion of dated subordinated debt from the coverage of the guarantee. However, the two main banks requested that subordinated debt be included in the guarantee. Why, when advisers indicated to the Department that dated subordinated debt should be excluded, did the Department decide to accede to the request by the two main banks? Professor Honohan’s report states that notes were extremely sketchy at the time the bank guarantee was introduced. Will the Minister elaborate on the contradiction between the advice given by Merrill Lynch and the advice the Government eventually took? Will he make the Merrill Lynch report available to the House?",Lynch
"No, I am not. I am not spinning it at all. In fact, I have not discussed the matter with the Minister for Finance, Deputy Lenihan at all yet, in any detail, so there could not be any open warfare between the two of us. My job is to provide the report for Government and then let it take a decision on when or if any fees or a combination of loans and fees should be introduced. I have personal views and have expressed those quite openly. I believe there should be a contribution from the students and I am delighted that Deputy Hayes’ party is in agreement. I thank him for his document which is helpful in looking at the overall issue.",Lenihan
Where is Deputy Ned O’Keeffe?,O'Keeffe
"I move:  I wish to share time with Deputy Ó Snodaigh. Seamus Brennan was one of the most respected and admired members of this House, who served with distinction in a wide range of portfolios at both senior and junior ministerial level. He was the subject of exceptionally warm and genuinely expressed tributes from all sides of the House following his death. However, it is seven months since Mr. Brennan’s death and it is long past the time the by-election should have been held. The normal procedure is that the party which held the seat where the vacancy has occurred gets the opportunity to move the writ. I had expected that Fianna Fáil would move the writ when the Dáil resumed after the summer recess. That would have allowed the by-election to be held towards the end of October. The Labour Party held off from moving the writ to give Fianna Fáil a reasonable opportunity to do so. I have, on several occasions, raised the matter of the by-election on the Order of Business with the Taoiseach and the Tánaiste and, on some occasions, my inquiry has been treated as some sort of a joke. The standard response I have received on each occasion has been that the matter had not yet been considered by the Government. It is time it was considered by the Government. I read in the newspapers that it is the Government’s intention to hold the by-election in conjunction with the local and European elections that will be held in early June. If the Government gets its way, it will mean the seat will have been left vacant for almost a year, which is not acceptable. There is no justification for leaving the seat vacant for such a long time. In Britain by-elections are held within a matter of weeks of the vacancy occurring in the House of Commons. The practice in the early decades of Dáil Éireann was to hold by-elections within a few weeks. For example, in 1927 the then justice Minister, Kevin O’Higgins, was assassinated on 10 July but the consequent by-election was held on 24 August. Even in recent decades normal practice has been that a by-election is held within a few months of the vacancy [231]occurring. Two vacancies occurred during the lifetime of the last Dáil and the by-elections were held within approximately three months. John Bruton and Charlie McCreevy both resigned as Deputies in November 2005, and the writs for the by-elections in Meath and Kildare North were moved in the Dáil by the Government Chief Whip on 15 February 2006. During the 28th Dáil, which sat between 1997 and 2002, there were six vacancies. On no occasion was the by election deferred for as long as a year. In the case of Theresa Ahern, the by-election was held within eight months. The other vacancies in the lifetime of that Dáil were Michael Ferris, two months Pat Upton, eight months Hugh Coveney, six months Ray Burke, four months and Jim Kemmy, five months. The pattern is similar for the 27th Dáil. The by-election following the death of Brian Lenihan senior was held within four months. In the case of Neil Blayney it was also four months Johnny Fox, three months and Pat Cox, three months. When the Labour Deputy for Cork North-Central, Gerry O’Sullivan, died in October 1994, the by-election was held within a month. One must to go back to the early 1990s to find a by-election postponed for more than a year. The people of Dublin South are entitled to the full level of representation in the Dáil provided for under the Constitution. The Constituency Commission has determined that the people of Dublin South should be represented by five Deputies. It is not acceptable that the Government should deny them that level of representation to which they are entitled by refusing to hold the by-election. Furthermore, if the Government believes it has the confidence of the people regarding its performance in office so far and particularly in regard to its handling of the economy, then surely it should put this to the test by holding the Dublin South by-election as early as possible. I anticipate the argument from the Government along the lines that the last thing the country needs at this difficult economic times is a by-election. The fact that the country is experiencing serious economic difficulties is no reason to suspend normal democratic procedures. By-elections have been held previously during times of economic difficulty. Even during the period of the Emergency, while a number of by-elections were deferred, others went ahead. By postponing the by-election for such a long period, the Government is suggesting Deputies do not matter, elections do not matter and democracy does not matter. That is the wrong message to send out at this or any other time. We all know the reason the Government parties are reluctant to have the by-election in Dublin South. They fear the judgment of the people on a Government that has led this country into an unprecedented economic crisis, that has presided over a record increase in the numbers out of work and that has danced to the tune of the bankers and developers. The prospect of a politically embarrassing result for Fianna Fáil and the Green Party is not sufficient justification for depriving the people of Dublin South of their full level of representation. I take with a grain of salt commitments that the Government parties want the by-election to be held on the same day as the local and European elections. I suspect they would like this by-election to be deferred indefinitely. I am sure that as June approaches other reasons will be put forward as to why it should be deferred further. It should not be possible for a Government to use its majority in this House to prevent a by-election being held. It is time to consider an amendment to Standing Orders to provide that where a vacancy occurs in the membership of the House, a writ would automatically issue after a specified period, say three or four months, unless a motion is passed that the writ be issued at an earlier date. This is an important motion. The way each Deputy votes on it will be an indication of the extent to which he or she values and respects our political process and our democratic system.",Ahern
